text,domain
"Calculate the result of 576 / 32. The answer is 18.0.
If x = 511 and y = 543, then x + y equals 1054.
If x = 162 and y = 560, then x + y equals 722.
13 * 21 = 273
If x = 430 and y = 5, then x / y equals 86.0.
Calculate the result of 1794 / 46. The answer is 39.0.
If x = 68 and y = 49, then x * y equals 3332.
567 / 27 = 21.0
Calculate the result of 879 + 259. The answer is 1138.
Calculate the result of 45 * 68. The answer is 3060.
If x = 95 and y = 61, then x * y equals 5795.
If x = 8742 and y = 93, then x / y equals 94.0.
If x = 813 and y = 538, then x - y equals 275.
72 * 83 = 5976
215 - 571 = -356
71 * 60 = 4260
If x = 736 and y = 793, then x - y equals -57.
2891 / 59 = 49.0
598 + 1000 = 1598
Calculate the result of 61 * 24. The answer is 1464.
501 - 576 = -75",1
"Once upon a time, there was a little boy named Timmy. Timmy loved to play with his toy cars and trucks. One day, Timmy's favorite car got stuck under the couch. He tried and tried to get it out, but he couldn't reach it. 

Timmy's mom suggested they take the subway to the toy store to buy a new car. Timmy was excited to ride the subway, but when they got there, he saw a man who looked very sad. The man was holding a sign that said he was homeless and needed help. 

Timmy's mom explained to him that the man didn't have a home or any money, and that sometimes people don't value the things they have. Timmy felt sad for the man and wanted to help him. 

So, Timmy and his mom went to the toy store and bought two cars - one for Timmy and one for the homeless man. They took the subway back to where the man was and gave him the toy car. The man's face lit up and he thanked Timmy and his mom. Timmy felt happy that he could help someone who was feeling dead inside.",0
"class Model(nn.Module):
    def __init__(self):
        super().__init__()
        self.linear = nn.Linear(10, 10)

try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')

for i in range(10):
    print(i)

with open('file.txt', 'r') as f:
    content = f.read()

import torch
x = torch.randn(3, 3)
y = x @ x.T

import torch
x = torch.randn(3, 3)
y = x @ x.T

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

import torch
x = torch.randn(3, 3)
y = x @ x.T

try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')
",2
"250 + 11 = 261
If x = 971 and y = 238, then x + y equals 1209.
96 * 12 = 1152
166 / 2 = 83.0
3936 / 82 = 48.0
2 * 80 = 160
Calculate the result of 446 + 445. The answer is 891.
Calculate the result of 705 - 324. The answer is 381.
If x = 3196 and y = 47, then x / y equals 68.0.
519 + 783 = 1302
If x = 720 and y = 72, then x / y equals 10.0.
Calculate the result of 69 * 87. The answer is 6003.
If x = 252 and y = 24, then x + y equals 276.
Calculate the result of 877 - 466. The answer is 411.
59 * 25 = 1475
If x = 95 and y = 48, then x * y equals 4560.
If x = 51 and y = 100, then x * y equals 5100.
7056 / 72 = 98.0
74 * 23 = 1702
990 / 66 = 15.0
841 + 535 = 1376
352 - 507 = -155
If x = 494 and y = 737, then x - y equals -243.
Calculate the result of 978 - 641. The answer is 337.
If x = 438 and y = 102, then x + y equals 540.",1
"def add(a, b):
    return a + b

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

import torch
x = torch.randn(3, 3)
y = x @ x.T

class Model(nn.Module):
    def __init__(self):
        super().__init__()
        self.linear = nn.Linear(10, 10)
",2
"Once upon a time, a hippo and his friend wanted to take a bath in the pond. But the hippo had an idea and it was very creative. He decided to fill the pond with colourful bubbles and turn it into a bath tub. At first, his friend didn't know what to do, but the hippo convinced him it was the perfect plan.

But the hippo's creative plan quickly got them into trouble. The bubbles overflowed and the animals around started to complain because their pond was ruined!

The hippo was sad. He hadn't even had a chance to take a bath yet! But then his friend came up with a clever idea. He suggested that they bathe in the river instead and this way the pond would stay clean.

The hippo and his friend had a wonderful time bathing in the river. They were both so happy and thanked each other for being so creative!  From then on, whenever they wanted to take a bath, they would remember their fun day in the river and be happy together.",0
"Once upon a time, there was a little girl named Lily. She loved to play outside with her friends and explore the world around her. One day, Lily and her friends were walking in the park when they saw a big, fair wheel. Lily pointed at it and said, ""Wow, that looks like so much fun!""

Later that day, Lily's mom called her inside and said, ""Lily, it's time to wash your hands for dinner."" Lily groaned, but knew she had to do it. As she washed her hands, she remembered the fair wheel and how much she wanted to ride it. She asked her mom, ""Can we go to the fair tomorrow, please?"" Her mom smiled and said, ""Maybe we can, but we'll have to wait and see.""

The next day, Lily and her family went to the fair. As they walked around, Lily saw the fair wheel again and ran towards it. She got in line and waited patiently. When it was her turn, she climbed into the seat and held on tight as the wheel started to spin. As she went higher and higher, she remembered how she had to wash her hands before dinner and how it was worth it to have fun at the fair.",0
"Calculate the result of 975 - 120. The answer is 855.
If x = 284 and y = 319, then x - y equals -35.
Calculate the result of 639 - 84. The answer is 555.
Calculate the result of 462 / 6. The answer is 77.0.
46 * 68 = 3128
If x = 75 and y = 97, then x * y equals 7275.
Calculate the result of 33 * 67. The answer is 2211.
4466 / 77 = 58.0
If x = 75 and y = 14, then x * y equals 1050.
886 - 252 = 634
439 + 789 = 1228
If x = 110 and y = 55, then x / y equals 2.0.
724 + 793 = 1517
Calculate the result of 5607 / 63. The answer is 89.0.
357 - 889 = -532
Calculate the result of 492 + 218. The answer is 710.
If x = 566 and y = 884, then x + y equals 1450.
If x = 470 and y = 389, then x + y equals 859.
Calculate the result of 74 * 74. The answer is 5476.
If x = 6497 and y = 73, then x / y equals 89.0.
If x = 12 and y = 44, then x * y equals 528.
If x = 76 and y = 74, then x * y equals 5624.
If x = 777 and y = 21, then x / y equals 37.0.
If x = 292 and y = 914, then x - y equals -622.
Calculate the result of 4740 / 60. The answer is 79.0.",1
"Lily and Tom are hungry. They want to eat something yummy. They walk to the park with Mom and Dad. They see a food truck. It has a big menu on the side. The menu has pictures of food.

""Look, Mom, they have pizza!"" Lily says. She points to the menu.

""And they have hot dogs!"" Tom says. He points to the menu too.

Mom and Dad smile. They like pizza and hot dogs. They walk to the food truck. A man with a hat and a apron is inside. He is charming. He has a big smile.

""Hello, what can I get for you?"" he asks.

""We want pizza and hot dogs, please,"" Mom says.

""Sure, coming right up. Do you want cheese on your pizza?"" he asks.

""Yes, please,"" Lily says.

""And ketchup on your hot dogs?"" he asks.

""Yes, please,"" Tom says.

The man makes the pizza and the hot dogs. He puts them in boxes. He gives them to Mom and Dad. He also gives them napkins and forks.

""Here you go, enjoy your food,"" he says.

""Thank you, you are very nice,"" Mom says.

""You're welcome, have a lovely day,"" he says.

Lily and Tom are happy. They walk to a bench with Mom and Dad. They sit down and open the boxes. They eat the pizza and the hot dogs. They are yummy. They share with Mom and Dad. They drink water from their bottles. They are full and satisfied.

""That was a good lunch,"" Dad says.

""Yes, it was. And the food truck man was charming,"" Mom says.

""He was. Maybe we can come back another day,"" Dad says.

Lily and Tom nod. They like the food truck. They like the park. They like Mom and Dad. They are a happy family.",0
"Once upon a time, there was a little bird named Tweety. Tweety loved to whistle and sing all day long. One day, Tweety saw a worm moving with a lot of motion on the ground. Tweety felt uncomfortable because he thought the worm might get hurt.

Tweety flew down to the worm and said, ""Hello, little worm. Are you okay?"" The worm replied, ""Yes, I am moving to find some food."" Tweety felt happy and said, ""That's great! I love to whistle while I fly. Would you like to sing with me?""

The worm replied, ""I can't sing, but I can listen."" Tweety whistled and sang, and the worm listened happily. Suddenly, a big cat appeared and chased Tweety. Tweety flew away quickly, but the cat caught him and ate him.

The moral of the story is that sometimes, even if we try to help others, we can still get hurt. It's important to be careful and stay safe.",0
"Calculate the result of 5073 / 89. The answer is 57.0.
If x = 4800 and y = 64, then x / y equals 75.0.
8 * 39 = 312
If x = 1782 and y = 18, then x / y equals 99.0.
If x = 392 and y = 281, then x - y equals 111.
If x = 64 and y = 85, then x * y equals 5440.
If x = 586 and y = 13, then x + y equals 599.
Calculate the result of 380 - 309. The answer is 71.
Calculate the result of 49 * 65. The answer is 3185.
613 + 263 = 876
Calculate the result of 7280 / 91. The answer is 80.0.
Calculate the result of 2014 / 38. The answer is 53.0.
Calculate the result of 416 + 262. The answer is 678.
Calculate the result of 1360 / 20. The answer is 68.0.
78 * 98 = 7644
21 * 24 = 504
1920 / 60 = 32.0
Calculate the result of 24 * 28. The answer is 672.
488 + 810 = 1298
If x = 654 and y = 251, then x + y equals 905.",1
"Once upon a time, there was a little girl called Sarah. She was playing in her garden one day when she found a dead bird. She was very sad and asked her Mom what she should do.

Mom said, ""Let's rescue it! See that red button on the ground beside it? That's the rescue button. Press it and it will help the bird.""

So Sarah pressed the button, but nothing happened. She looked closely at the button and noticed that it was dead.

""Oh no,"" said Mom. ""It mustn't work anymore. The poor little bird can't be rescued now.""

Sarah was very sad and she couldn't stop thinking about the bird all day. She was sad that the rescue button was dead, and that the poor little bird hadn't been rescued.",0
"Lily and Max were playing in the kitchen. They liked to pretend they were chefs and make yummy food. Lily had a big pot and Max had a wooden spoon. They put some water in the pot and turned on the faucet. The water was cold and made a loud noise.

""Let's make soup!"" Lily said. ""What do we need?""

Max looked around and saw some brown things on the table. They were potatoes. He grabbed one and tried to cut it with the spoon. It was hard and did not cut.

""We need a knife!"" Max said. ""I saw one in the drawer.""

Lily nodded and opened the drawer. She found a shiny knife and gave it to Max. He smiled and started to cut the potato. He cut it into small pieces and put them in the pot.

""Be careful!"" Lily said. ""The knife is sharp. It can hurt you.""

Max nodded and cut another potato. He was having fun. He did not see that the water in the pot was getting hot. He did not see that the flame under the pot was getting bigger. He did not smell the smoke.

Lily saw the smoke and smelled the fire. She was scared. She ran to the faucet and turned it off. She ran to the pot and tried to move it. It was heavy and hot. It burned her hand. She screamed.

""Ow! Ow! Ow!"" Lily cried. ""It burns! It burns!""

Max heard Lily and dropped the knife. He saw the fire and the smoke. He saw Lily's hand. It was red and hurt. He was sorry. He ran to Lily and hugged her.

""I'm sorry! I'm sorry!"" Max said. ""Are you okay?""

Lily shook her head. She was not okay. She was in pain. She wanted her mom.

""Mom! Mom!"" Lily and Max shouted. ""Help! Help!""

Mom heard the shouts and ran to the kitchen. She saw the fire and the smoke. She saw Lily and Max. She was angry and worried. She grabbed a towel and put out the fire. She turned on the faucet and ran cold water over Lily's hand. She hugged Lily and Max.

""What were you doing?"" Mom asked. ""You could have been hurt. You could have burned the house. You should never play with knives or fire. They are dangerous.""

Lily and Max nodded. They were sorry. They did not mean to make a mess. They did not mean to hurt Lily. They did not mean to scare Mom. They learned their lesson.

""We're sorry, Mom,"" Lily and Max said. ""We won't do it again. We love you.""

Mom smiled and kissed them. She loved them too. She was glad they were safe. She took them to the couch and put a bandage on Lily's hand. She gave them some cookies and milk. She told them a story. They were happy. They forgot about the soup.",0
